drug_chembl_id,drug_name,substrate_chembl_id,substrate_name,metabolite_chembl_id,metabolite_name,enzyme_name,enzyme_tid,organism,pathway_id,pathway_key,met_conversion,met_comment,references
CHEMBL1737,SULBACTAM,CHEMBL3544817,SILDENAFIL_M9,CHEMBL3544819,SILDENAFIL_M7,CYP3A,CHEMBL2364675,,1,,Loss of the piperazine ring,Organ: Liver,21925973
CHEMBL1737,SULBACTAM,CHEMBL192,SILDENAFIL,CHEMBL3544820,SILDENAFIL_M11,CYP2D6,CHEMBL289,,1,,Pyrazole N-demethylation,Organ: Liver,21925973
CHEMBL1737,SULBACTAM,CHEMBL192,SILDENAFIL,CHEMBL3544820,SILDENAFIL_M11,CYP2C19,CHEMBL3622,,1,,Pyrazole N-demethylation,Organ: Liver,21925973
CHEMBL1737,SULBACTAM,CHEMBL192,SILDENAFIL,CHEMBL3544820,SILDENAFIL_M11,CYP2C9,CHEMBL3397,,1,,Pyrazole N-demethylation,Organ: Liver,21925973
CHEMBL1737,SULBACTAM,CHEMBL192,SILDENAFIL,CHEMBL3544820,SILDENAFIL_M11,CYP3A4,CHEMBL340,,1,,Pyrazole N-demethylation,Organ: Liver,21925973
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3638316,(S)-4'-HYDROXYWARFARIN,CYP2C19,CHEMBL3622,,1,,Hydroxylation at the 4' position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3638316,(S)-4'-HYDROXYWARFARIN,CYP2C18,CHEMBL2408,,1,,Hydroxylation at the 4' position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3638316,(S)-4'-HYDROXYWARFARIN,CYP2C8,CHEMBL3721,,1,,Hydroxylation at the 4' position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL3638316,(S)-4'-HYDROXYWARFARIN,CHEMBL3638317,(S)-4'-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 4' hydroxyl forming an ether.,Organ: Liver|Comment: glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CYP2C19,CHEMBL3622,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CYP2C18,CHEMBL2408,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CYP2C8,CHEMBL3721,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964
CHEMBL1200879,SULBACTAM,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A9,CHEMBL1743319,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A8,CHEMBL1743318,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A3,CHEMBL3542435,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A1,CHEMBL1287617,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3245361,DEHYDROWARFARIN,,,,1,,Oxiadtion via  removal of hydrogen of the bnd between positons 10 amd 9,Organ: Liver|Comment: Can have either trans or cis stereochemistry depending oin the stereochemistry of warfarin.,label/2011/009218s107lbl.pdf; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544634,10-HYDROXY WARFARIN,CYP3A4,CHEMBL340,,1,,Hydroxylation at the 10 position,"""Organ: Liver|Comment: Production is stereoselctive with and R/S ratio of 3.4 ad 9.0.  Produced in 2 diastereomers: 9R, 10S or 9R, 10 R (Only a trace of RR produced due to stated stereoselctivity). Hydroxylated metabolites are inactive. Does not undergo further conjugation. The major metabolite of the R enatiomer.""",label/2011/009218s107lbl.pdf; 0443051488; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544535,R-6-HYDROXYWARFARIN,CYP2C19,CHEMBL3622,,1,,Hydroxylation at the 6 position,"""Organ: Liver|Comment: Hydroxylation is a minor route of metabolism for the R enatiomer, but it is regioselective towards the 6 positon. The hydroxylated metabolites are inactive. Undergoes glucuronide conjugation (it is actually primarily excreted as a glucuronide conjugate).""",label/2011/009218s107lbl.pdf; 0443051488; 19408964; 8220911; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544535,R-6-HYDROXYWARFARIN,CYP1A1,CHEMBL2231,,1,,Hydroxylation at the 6 position,"""Organ: Liver|Comment: Hydroxylation is a minor route of metabolism for the R enatiomer, but it is regioselective towards the 6 positon. The hydroxylated metabolites are inactive. Undergoes glucuronide conjugation (it is actually primarily excreted as a glucuronide conjugate).""",label/2011/009218s107lbl.pdf; 0443051488; 19408964; 8220911; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544535,R-6-HYDROXYWARFARIN,CYP1A2,CHEMBL3356,,1,,Hydroxylation at the 6 position,"""Organ: Liver|Comment: Hydroxylation is a minor route of metabolism for the R enatiomer, but it is regioselective towards the 6 positon. The hydroxylated metabolites are inactive. Undergoes glucuronide conjugation (it is actually primarily excreted as a glucuronide conjugate).""",label/2011/009218s107lbl.pdf; 0443051488; 19408964; 8220911; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL3544535,R-6-HYDROXYWARFARIN,CHEMBL3544536,R-6-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 6 hydroxyl forming an ether.,Organ: Liver|Comment: glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544535,R-6-HYDROXYWARFARIN,CHEMBL3544536,R-6-O-WARFARIN GLUCURONIDE,UGT1A1,CHEMBL1287617,,1,,Glucuronide conjugation at the 6 hydroxyl forming an ether.,Organ: Liver|Comment: glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CYP2C8,CHEMBL3721,,1,,Hydroxylation at the 7 position,Organ: Liver|Comment: Another significant etabolite of the R enantiomer. Hydroxylated metabolites are inactive. Can undergo glucuronide conjugation (is infact primarily excreted as a glucuronide),label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CYP1A2,CHEMBL3356,,1,,Hydroxylation at the 7 position,Organ: Liver|Comment: Another significant etabolite of the R enantiomer. Hydroxylated metabolites are inactive. Can undergo glucuronide conjugation (is infact primarily excreted as a glucuronide),label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CYP1A1,CHEMBL2231,,1,,Hydroxylation at the 7 position,Organ: Liver|Comment: Another significant etabolite of the R enantiomer. Hydroxylated metabolites are inactive. Can undergo glucuronide conjugation (is infact primarily excreted as a glucuronide),label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A9,CHEMBL1743319,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A8,CHEMBL1743318,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A3,CHEMBL3542435,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A1,CHEMBL1287617,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CYP2C19,CHEMBL3622,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the R enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CYP1A2,CHEMBL3356,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the R enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL1464,WARFARIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CYP1A1,CHEMBL2231,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the R enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,SULBACTAM,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A9,CHEMBL1743319,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A8,CHEMBL1743318,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A3,CHEMBL3542435,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A1,CHEMBL1287617,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,SULBACTAM,CHEMBL3544588,(R)-4'-HYDROXYWARFARIN,CHEMBL3544606,(R)-4'-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 4' hydroxyl forming an ether.,Organ: Liver|Comment: Glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL585,SULBACTAM,CHEMBL585,TRIAMTERENE,CHEMBL3544821,4'-HYDROXYTRIAMTERENE,CYP1A2,CHEMBL3356,,1,,Hydroxylation at the 4' position,Organ: Liver|Comment: Rate-limiting strep of metabolism,0443051488; 16035375
CHEMBL501867,SULBACTAM,CHEMBL90555,VINCRISTINE,CHEMBL3544839,VINCRISTINE_M1,CYP3A4,CHEMBL340,,1,,N12 and C13 oxidative bond cleavage (via several intermediates supposedly),Organ: Liver|Comment: The major metabolite. And the major component of CYP3A5 mediated metabolism. Shares a common intermediate with M2. Its formation is favoured over that of M2 as C-N cleavage is chemically favoured over C-C cleavage. THERE ARE ALSO SEVERAL UNIDENTIFIED METABOLITES,16679390
CHEMBL501867,SULBACTAM,CHEMBL90555,VINCRISTINE,CHEMBL3544839,VINCRISTINE_M1,CYP3A5,CHEMBL3019,,1,,N12 and C13 oxidative bond cleavage (via several intermediates supposedly),Organ: Liver|Comment: The major metabolite. And the major component of CYP3A5 mediated metabolism. Shares a common intermediate with M2. Its formation is favoured over that of M2 as C-N cleavage is chemically favoured over C-C cleavage. THERE ARE ALSO SEVERAL UNIDENTIFIED METABOLITES,16679390
CHEMBL501867,SULBACTAM,CHEMBL90555,VINCRISTINE,CHEMBL3544853,VINCRISTINE_M2,CYP3A4,CHEMBL340,,1,,C13 and C14 oxidative bond cleavage  (via several intermediates supposedly),Organ: Liver|Comment: Shares a common intermediate with M1 in its metabolic pathway. Its formation is less chemically favoured than that of M1 as C-C cleavage is harder to achieve chemically than C-N cleavage. THERE ARE ALSO SEVERAL UNIDENTIFIED METABOLITES,16679390
CHEMBL501867,SULBACTAM,CHEMBL90555,VINCRISTINE,CHEMBL3544853,VINCRISTINE_M2,CYP3A5,CHEMBL3019,,1,,C13 and C14 oxidative bond cleavage  (via several intermediates supposedly),Organ: Liver|Comment: Shares a common intermediate with M1 in its metabolic pathway. Its formation is less chemically favoured than that of M1 as C-C cleavage is harder to achieve chemically than C-N cleavage. THERE ARE ALSO SEVERAL UNIDENTIFIED METABOLITES,16679390
CHEMBL853,SULBACTAM,CHEMBL853,ZALCITABINE,CHEMBL1232305,"""2',3'-DIDEOXYCYTIDINE-5'-MONOPHOSPHATE""",Deoxycytidine kinase (cystolic) and to a lesser degree deoxypyrimidine kinase (mitochondrial),,,1,,Phosphorylation,Organ: No presystemic metabolism so cytoplasm of cells in general|Comment: Part of the pathway towards the active metabolite,0443051488; 10585881; 2433280; 7492300
CHEMBL853,SULBACTAM,CHEMBL1232161,"""2',3'-DIDEOXYCYTIDINE-5'-DIPHOSPHATE""",CHEMBL3638310,"""2',3'-DIDEOXYCYTIDINE-5'-DIPHOSPHATE-CHOLINE""",,,,1,,Conjugation of a choline group to the terminal phosphate,"""Organ: No presystemic metabolism so cytoplasm of cells in general|Comment: Considered an important metabolite (can enter the cell mitochondria due to its reduced hydrophilicity, is probably converted to cytotoxicity ddCTP at that site thus mitochondrial toxicity ensuing, but this metabolic pathway has not been explicitly mentioned in the sources so is not included in this spreadsheet)""",10585881; 7492300
CHEMBL853,SULBACTAM,CHEMBL1232161,"""2',3'-DIDEOXYCYTIDINE-5'-DIPHOSPHATE""",CHEMBL3544876,"""2',3'-DIDEOXYCYTIDINE-5'-DIPHOSPHATE-ETHANOLAMINE""",,,,1,,Conjugation of a ethanolamine group to the terminal phosphate,"""Organ: No presystemic metabolism so cytoplasm of cells in general|Comment: Considered an important metabolite (can enter the cell mitochondria due to its reduced hydrophilicity, is probably converted to cytotoxicity ddCTP at that site thus mitochondrial toxicity ensuing, but this metabolic pathway has not been explicitly mentioned in the sources so is not included in this spreadsheet)""",10585881
CHEMBL116,SULBACTAM,CHEMBL116,AMPRENAVIR,CHEMBL3544765,AMPRENAVIR_M1,Cytochrome P450s,,,1,,Hydrolysis of carbamate that leads to N-dealkylation,Organ: Liver|Comment: A minor metabolite,12584153
CHEMBL116,SULBACTAM,CHEMBL116,AMPRENAVIR,CHEMBL3544768,AMPRENAVIR_M3,CYP3A5,CHEMBL3019,,1,,Oxidation and subsequent dehydration of the THF moiety,"""Organ: Liver|Comment: A major metabolite, probably an isomer of M4. THE OXIDISED METABOLITES CAN ALSO UNDERGO GLUCURONIDE CONJUGATION""",label/2005/021007s017lbl.pdf
CHEMBL116,SULBACTAM,CHEMBL116,AMPRENAVIR,CHEMBL3544768,AMPRENAVIR_M3,CYP3A4,CHEMBL340,,1,,Oxidation and subsequent dehydration of the THF moiety,"""Organ: Liver|Comment: A major metabolite, probably an isomer of M4. THE OXIDISED METABOLITES CAN ALSO UNDERGO GLUCURONIDE CONJUGATION""",label/2005/021007s017lbl.pdf
CHEMBL1399,SULBACTAM,CHEMBL1399,ANASTROZOLE,CHEMBL15571,TRIAZOLE,Cytochrome P450s,,,1,,"""N-dealkylation, triazole is lost from the benzoic acid moiety""",Organ: Liver|Comment: The major circulating metabolite and one of the primary and major pathways of metabolism. Displays no significant pharmacological activity. Found in the plasma and urine. Produced in the same reaction alongside BMPN-Benzoic acid.,label/2014/020541s029lbl.pdf; 0443051488
CHEMBL1399,SULBACTAM,CHEMBL3544877,BMPN-BENZOIC ACID,CHEMBL3544901,BMPN-BENZOIC ACID GLUCURONIDE CONJUGATE,UDP-glucuronosyltransferases,,,1,,Glucuronide conjugation to the carboxylic acid forming an ester,Organ: Liver|Comment: Glucuronidation is a significant pathway of metabolism.,0443051488
CHEMBL1200895,SULBACTAM,CHEMBL1044,PHENYLACETIC ACID,CHEMBL1772,P-HYDROXYPHENYLACETIC ACID,,,,1,,"""Ring hydroxylation, in the position para to the carboxyl side chain.""","""Organ: Liver|Comment: Another major metabolite. Clinically active. Can be produced via different metabolic pathways. DATA INDICATED THAT N-METHYLATION WAS A ROUTE OF METABOLISM AND THAT ETHYLBENZENE WAS AN IDENTIFIED METABOLITE, BUT THESE STUDIES WERE EITHER IN VITRO OR USED ANIMAL MODELS OTHER THAN HUMANS.""",10.1016/0278-5846(89)90128-0; label/2007/011909s038lbl.pdf; 10319194; 14697896
CHEMBL1200895,SULBACTAM,CHEMBL1089,PHENELZINE,CHEMBL3544556,P-HYDROXYPHENELZINE,,,,1,,"""Oxidative ring hydroxylation, in the position para to the hydrazine side chain.""","""Organ: Liver|Comment: A substrate of MAO. Part of an alternative route of metabolism to p-hydroxyphenylacetic acid. Clinically active. DATA INDICATED THAT N-METHYLATION WAS A ROUTE OF METABOLISM AND THAT ETHYLBENZENE WAS AN IDENTIFIED METABOLITE, BUT THESE STUDIES WERE EITHER IN VITRO OR USED ANIMAL MODELS OTHER THAN HUMANS.""",10.1016/0278-5846(89)90128-0; 10319194; 14697896
CHEMBL1200895,SULBACTAM,CHEMBL3544556,P-HYDROXYPHENELZINE,CHEMBL1772,P-HYDROXYPHENYLACETIC ACID,Monoamine Oxidase,CHEMBL2095205,,1,,Oxidative deamination,"""Organ: Liver|Comment: Another major metabolite. Clinically active. Can be produced via different metabolic pathways. Oxidative deamination is a significant metabolic pathway. DATA INDICATED THAT N-METHYLATION WAS A ROUTE OF METABOLISM AND THAT ETHYLBENZENE WAS AN IDENTIFIED METABOLITE, BUT THESE STUDIES WERE EITHER IN VITRO OR USED ANIMAL MODELS OTHER THAN HUMANS.""",10.1016/0278-5846(89)90128-0; label/2007/011909s038lbl.pdf; 10319194; 14697896
CHEMBL1200895,SULBACTAM,CHEMBL610,2-PHENYLETHYLAMINE,CHEMBL11608,P-TYRAMINE,,,,1,,"""Ring hydroxylation, in the position para to the amine side chain.""","""Organ: Liver|Comment: A substrate of both MAO-A and MAO-B. part of an alternative metabolic route to p-hydroxyphenylacetic acid. Clinically active. DATA INDICATED THAT N-METHYLATION WAS A ROUTE OF METABOLISM AND THAT ETHYLBENZENE WAS AN IDENTIFIED METABOLITE, BUT THESE STUDIES WERE EITHER IN VITRO OR USED ANIMAL MODELS OTHER THAN HUMANS.""",10.1016/0278-5846(89)90128-0; 10319194
CHEMBL1200895,SULBACTAM,CHEMBL11608,P-TYRAMINE,CHEMBL1772,P-HYDROXYPHENYLACETIC ACID,Monoamine Oxidase,CHEMBL2095205,,1,,Oxidative deamination,"""Organ: Liver|Comment: Another major metabolite. Clinically active. Can be produced via different metabolic pathways. Oxidative deamination is a significant metabolic pathway. DATA INDICATED THAT N-METHYLATION WAS A ROUTE OF METABOLISM AND THAT ETHYLBENZENE WAS AN IDENTIFIED METABOLITE, BUT THESE STUDIES WERE EITHER IN VITRO OR USED ANIMAL MODELS OTHER THAN HUMANS.""",10.1016/0278-5846(89)90128-0; label/2007/011909s038lbl.pdf; 10319194; 14697896
CHEMBL1200841,SULBACTAM,CHEMBL569,PROCAINE,CHEMBL1183,DIETHYLAMINOETHANOL,Butrylcholinesterase,CHEMBL1914,,1,,Ester hydrolysis,"""Organ: Plasma|Comment: Major metabolite, found in urine. Produced alongside p-aminobenzoic acid in an ester hydrolysis reaction""",c80c810a-60e0-49bd-139c-95aec3a286fc; 17507024
CHEMBL1201006,SULBACTAM,CHEMBL511,PYRILAMINE,CHEMBL3544759,PYRILAMINE_M1,,,,1,,Direct N-glucuronide conjugation,Organ: unknown|Comment: A urinary metabolite. Strucutre is unknown but most likely proposed structure is a quartenary ammonium N-glucuronide,8079504
CHEMBL1201006,SULBACTAM,CHEMBL511,PYRILAMINE,CHEMBL3544794,PYRILAMINE_M5,,,,1,,O-demethylation of the methoxy group,Organ: unknown|Comment: A urinary metabolite. A step in the major route of metabolism.,8079504
CHEMBL1201006,SULBACTAM,CHEMBL511,PYRILAMINE,CHEMBL3544760,PYRILAMINE_M3,,,,1,,Formed via an unidentified intermediate: O-glucuronide conjugation of a hydroxy derivative (where hydroxylation  has occurred at the methoxybemzene moiety),Organ: unknown|Comment: A urinary metabolite. Formed via an intermediate. Hydroxylation followed by glucuronide formation is a significant route of metabolism for this drug. Hydroxylation of the methoxybenzene is preferred. Exact structure is unknown,8079504
CHEMBL1455,SULBACTAM,CHEMBL1455,ALTRETAMINE,CHEMBL3544873,"""N2,N2,N4-TRIMETHYLMELAMINE""",,,,1,,N-Demethylation,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine,4414651
CHEMBL1455,SULBACTAM,CHEMBL1455,ALTRETAMINE,CHEMBL244377,"""N2,N4,N6-TRIMETHYLMELAMINE""",,,,1,,N-Demethylation,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine,4414651
CHEMBL1455,SULBACTAM,CHEMBL1455,ALTRETAMINE,CHEMBL3544874,"""N2,N2-DIMETHYLMELAMINE""",,,,1,,N-Demethylation,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine,4414651
CHEMBL1455,SULBACTAM,CHEMBL1455,ALTRETAMINE,CHEMBL3544897,"""N2,N4-DIMETHYLMELAMINE""",,,,1,,N-Demethylation,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine,4414651
