, id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
96,688340,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),Capsaicin inhibits the reaction [[APOE affects the susceptibility to dietary fats] which affects the abundance of cholesterol]|[apoe affects the susceptibility to dietary fats] which affects the abundance of cholesterol,,,PMID:21908651,https://www.ncbi.nlm.nih.gov/pubmed/21908651,21908651,,
97,688341,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),APOE gene mutant form results in increased abundance of cholesterol,,,PMID:24933211|PMID:25037058,https://www.ncbi.nlm.nih.gov/pubmed/24933211|https://www.ncbi.nlm.nih.gov/pubmed/25037058,24933211|25037058,,
98,688574,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),"APOE inhibits the reaction [cholesterol, dietary results in increased abundance of cholesterol]",,,PMID:12472773,https://www.ncbi.nlm.nih.gov/pubmed/12472773,12472773,,
99,688575,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),APOE protein affects the susceptibility to cholesterol,,,PMID:16179587,https://www.ncbi.nlm.nih.gov/pubmed/16179587,16179587,,
100,688576,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),APOE protein results in increased export of cholesterol,,,PMID:22022523,https://www.ncbi.nlm.nih.gov/pubmed/22022523,22022523,,
101,688577,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),CAV1 protein affects the reaction [cholesterol affects the localization of APOE protein]|methyl-beta-cyclodextrin inhibits the reaction [cholesterol affects the localization of APOE protein]|cholesterol affects the localization of APOE protein|cholesterol promotes the reaction [APOE protein binds to CAV1 protein],,,PMID:21169230,https://www.ncbi.nlm.nih.gov/pubmed/21169230,21169230,,
102,688578,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),Paricalcitol inhibits the reaction [APOE gene mutant form results in increased abundance of cholesterol]|enalapril inhibits the reaction [APOE gene mutant form results in increased abundance of cholesterol],,,PMID:25037058,https://www.ncbi.nlm.nih.gov/pubmed/25037058,25037058,,
103,688579,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),Notoginsenoside R1 inhibits the reaction [APOE gene mutant form results in increased abundance of cholesterol],,,PMID:24933211,https://www.ncbi.nlm.nih.gov/pubmed/24933211,24933211,,
104,688580,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,108956,APOL7C,https://ctdbase.org/detail.go?type=gene&acc=108956,,,108956.0,Apol7c,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of APOL7C mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
105,688581,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,351,APP,https://ctdbase.org/detail.go?type=gene&acc=351,,,351.0,APP,10090.0,Mus musculus (house mouse),[copper co-treated with cholesterol] results in increased expression of APP mRNA,,,PMID:17134702,https://www.ncbi.nlm.nih.gov/pubmed/17134702,17134702,,
106,688582,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,351,APP,https://ctdbase.org/detail.go?type=gene&acc=351,,,351.0,APP,9986.0,Oryctolagus cuniculus (rabbit),Cholesterol results in increased expression of APP protein,,,PMID:12515903,https://www.ncbi.nlm.nih.gov/pubmed/12515903,12515903,,
107,688583,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,351,APP,https://ctdbase.org/detail.go?type=gene&acc=351,,,351.0,APP,10116.0,Rattus norvegicus (Norway rat),APP protein results in increased oxidation of cholesterol,,,PMID:15591071,https://www.ncbi.nlm.nih.gov/pubmed/15591071,15591071,,
108,688809,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,351,APP,https://ctdbase.org/detail.go?type=gene&acc=351,,,351.0,APP,9606.0,Homo sapiens (human),Cholesterol affects the folding of and affects the localization of APP protein,,,PMID:16689927,https://www.ncbi.nlm.nih.gov/pubmed/16689927,16689927,,
109,688810,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,351,APP,https://ctdbase.org/detail.go?type=gene&acc=351,,,351.0,APP,9606.0,Homo sapiens (human),Cholesterol affects the reaction [[APP protein modified form binds to copper] which results in increased chemical synthesis of hydrogen peroxide],,,PMID:12192006,https://www.ncbi.nlm.nih.gov/pubmed/12192006,12192006,,
110,688811,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,351,APP,https://ctdbase.org/detail.go?type=gene&acc=351,,,351.0,APP,9606.0,Homo sapiens (human),Cholesterol results in increased expression of APP protein,,,PMID:16828233,https://www.ncbi.nlm.nih.gov/pubmed/16828233,16828233,,
111,688812,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,366,AQP9,https://ctdbase.org/detail.go?type=gene&acc=366,,,366.0,AQP9,9606.0,Homo sapiens (human),Cholesterol results in increased expression of AQP9 mRNA,,,PMID:26296894,https://www.ncbi.nlm.nih.gov/pubmed/26296894,26296894,,
112,688813,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,374,AREG,https://ctdbase.org/detail.go?type=gene&acc=374,,,374.0,AREG,9606.0,Homo sapiens (human),Cholesterol results in increased expression of AREG mrna|clec4e protein promotes the reaction [cholesterol results in increased expression of AREG mrna],,,PMID:26296894,https://www.ncbi.nlm.nih.gov/pubmed/26296894,26296894,,
113,688814,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,540,ATP7B,https://ctdbase.org/detail.go?type=gene&acc=540,,,540.0,ATP7B,10116.0,Rattus norvegicus (Norway rat),ATP7B gene mutant form results in increased abundance of cholesterol,,,PMID:17303181,https://www.ncbi.nlm.nih.gov/pubmed/17303181,17303181,,
114,688815,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,581,BAX,https://ctdbase.org/detail.go?type=gene&acc=581,,,581.0,BAX,10090.0,Mus musculus (house mouse),Cholesterol inhibits the reaction [cadmium chloride results in increased expression of BAX protein],,,PMID:29486218,https://www.ncbi.nlm.nih.gov/pubmed/29486218,29486218,,
115,688816,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,581,BAX,https://ctdbase.org/detail.go?type=gene&acc=581,,,581.0,BAX,10116.0,Rattus norvegicus (Norway rat),Cholesterol analog results in decreased expression of BAX mRNA,,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
116,688817,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,596,BCL2,https://ctdbase.org/detail.go?type=gene&acc=596,,,596.0,BCL2,10090.0,Mus musculus (house mouse),Cholesterol inhibits the reaction [cadmium chloride results in decreased expression of BCL2 protein],,,PMID:29486218,https://www.ncbi.nlm.nih.gov/pubmed/29486218,29486218,,
117,688818,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,596,BCL2,https://ctdbase.org/detail.go?type=gene&acc=596,,,596.0,BCL2,10116.0,Rattus norvegicus (Norway rat),Cholesterol analog results in decreased expression of BCL2 mRNA,,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
118,688819,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,597,BCL2A1,https://ctdbase.org/detail.go?type=gene&acc=597,,,597.0,BCL2A1,10116.0,Rattus norvegicus (Norway rat),Cholesterol analog results in increased expression of BCL2A1 mRNA,,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
119,689029,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,598,BCL2L1,https://ctdbase.org/detail.go?type=gene&acc=598,,,598.0,BCL2L1,9606.0,Homo sapiens (human),Cholesterol inhibits the reaction [arachidonyl dopamine results in decreased expression of BCL2L1 mrna],,,PMID:33393692,https://www.ncbi.nlm.nih.gov/pubmed/33393692,33393692,,
120,689030,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,627,BDNF,https://ctdbase.org/detail.go?type=gene&acc=627,,,627.0,BDNF,10116.0,Rattus norvegicus (Norway rat),[dietary fats co-treated with cholesterol] results in decreased expression of BDNF protein|selenium inhibits the reaction [[dietary fats co-treated with cholesterol] results in decreased expression of BDNF protein],,,PMID:30695686,https://www.ncbi.nlm.nih.gov/pubmed/30695686,30695686,,
121,689031,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,638,BIK,https://ctdbase.org/detail.go?type=gene&acc=638,,,638.0,BIK,10116.0,Rattus norvegicus (Norway rat),Cholesterol analog results in increased expression of BIK mRNA,,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
122,689032,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,179542,C06H2.2,https://ctdbase.org/detail.go?type=gene&acc=179542,,,179542.0,C06H2.2,6239.0,Caenorhabditis elegans,Cholesterol inhibits the reaction [bisphenol A results in increased expression of C06H2.2 mrna],,,PMID:31445225,https://www.ncbi.nlm.nih.gov/pubmed/31445225,31445225,,
123,689033,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,84419,C15ORF48,https://ctdbase.org/detail.go?type=gene&acc=84419,,,84419.0,C15orf48,9606.0,Homo sapiens (human),Cholesterol results in increased expression of C15ORF48 mRNA,,,PMID:26296894,https://www.ncbi.nlm.nih.gov/pubmed/26296894,26296894,,
124,689034,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,834,CASP1,https://ctdbase.org/detail.go?type=gene&acc=834,,,834.0,CASP1,10090.0,Mus musculus (house mouse),Amitriptyline inhibits the reaction [cholesterol analog results in increased activity of CASP1 protein]|cholesterol analog results in increased activity of CASP1 protein|smpd1 protein affects the reaction [cholesterol analog results in increased activity of CASP1 protein]|verapamil inhibits the reaction [cholesterol analog results in increased activity of CASP1 protein]|smpd1 protein affects the reaction [cholesterol analog affects the localization of CASP1 protein]|tempol inhibits the reaction [cholesterol analog results in increased activity of CASP1 protein]|amitriptyline inhibits the reaction [cholesterol analog affects the localization of CASP1 protein]|methyl-beta-cyclodextrin inhibits the reaction [cholesterol analog results in increased activity of CASP1 protein]|cholesterol analog affects the localization of CASP1 protein,,,PMID:28633109,https://www.ncbi.nlm.nih.gov/pubmed/28633109,28633109,,
125,689035,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,834,CASP1,https://ctdbase.org/detail.go?type=gene&acc=834,,,834.0,CASP1,10090.0,Mus musculus (house mouse),Bisphenol A promotes the reaction [cholesterol results in increased cleavage of CASP1 protein]|nbn protein inhibits the reaction [bisphenol A promotes the reaction [cholesterol results in increased cleavage of CASP1 protein]]|cholesterol results in increased cleavage of CASP1 protein,,,PMID:33239236,https://www.ncbi.nlm.nih.gov/pubmed/33239236,33239236,,
126,689036,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,834,CASP1,https://ctdbase.org/detail.go?type=gene&acc=834,,,834.0,CASP1,10116.0,Rattus norvegicus (Norway rat),Cholesterol analog results in increased expression of CASP1 mRNA,,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
127,689037,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,834,CASP1,https://ctdbase.org/detail.go?type=gene&acc=834,,,834.0,CASP1,10116.0,Rattus norvegicus (Norway rat),[cholesterol co-treated with ergosterol] results in increased expression of CASP1 protein|[cholesterol co-treated with ergosterol] results in increased expression of CASP1 mrna|resveratrol inhibits the reaction [[cholesterol co-treated with ergosterol] results in increased expression of CASP1 mrna]|resveratrol inhibits the reaction [[cholesterol co-treated with ergosterol] results in increased expression of CASP1 protein],,,PMID:25833014,https://www.ncbi.nlm.nih.gov/pubmed/25833014,25833014,,
128,689243,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,9606.0,Homo sapiens (human),Cholesterol results in increased cleavage of CASP3 protein,,,PMID:28275691,https://www.ncbi.nlm.nih.gov/pubmed/28275691,28275691,,
129,689244,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,9606.0,Homo sapiens (human),"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] inhibits the reaction [silver compounds results in increased activity of CASP3 protein]|[[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with silver compounds] results in increased activity of CASP3 protein|[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] promotes the reaction [silver compounds results in increased activity of CASP3 protein]|[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] results in decreased activity of CASP3 protein",,,PMID:35385781,https://www.ncbi.nlm.nih.gov/pubmed/35385781,35385781,,
130,689245,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,1583,CYP11A1,https://ctdbase.org/detail.go?type=gene&acc=1583,,,1583.0,CYP11A1,9913.0,Bos taurus (cattle),Cholesterol inhibits the reaction [methoxychlor results in decreased activity of CYP11A1 protein],,,PMID:8431464,https://www.ncbi.nlm.nih.gov/pubmed/8431464,8431464,,
131,689246,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10090.0,Mus musculus (house mouse),[bisphenol A co-treated with dietary fats co-treated with cholesterol co-treated with cholic acid] results in increased cleavage of CASP3 protein|acetylcysteine inhibits the reaction [[bisphenol A co-treated with dietary fats co-treated with cholesterol co-treated with cholic acid] results in increased cleavage of CASP3 protein],,,PMID:35622622,https://www.ncbi.nlm.nih.gov/pubmed/35622622,35622622,,
132,689247,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10090.0,Mus musculus (house mouse),Cholesterol inhibits the reaction [cadmium chloride results in increased expression of CASP3 protein modified form],,,PMID:29486218,https://www.ncbi.nlm.nih.gov/pubmed/29486218,29486218,,
133,689248,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10090.0,Mus musculus (house mouse),Methyl-beta-cyclodextrin inhibits the reaction [cholesterol results in increased activity of CASP3 protein]|cholesterol results in increased activity of CASP3 protein,,,PMID:21872649,https://www.ncbi.nlm.nih.gov/pubmed/21872649,21872649,,
134,689249,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10090.0,Mus musculus (house mouse),[copper co-treated with cholesterol] results in increased activity of CASP3 protein,,,PMID:17134702,https://www.ncbi.nlm.nih.gov/pubmed/17134702,17134702,,
135,689250,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836.0,CASP3,10116.0,Rattus norvegicus (Norway rat),"Cholesterol analog results in increased expression of CASP3 mrna|cholesterol analog results in increased cleavage of CASP3 protein|acetylcysteine inhibits the reaction [cholesterol analog results in increased expression of CASP3 mrna]|6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid inhibits the reaction [cholesterol analog results in increased expression of CASP3 mrna]",,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
136,689444,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,837,CASP4,https://ctdbase.org/detail.go?type=gene&acc=837,,,837.0,CASP4,10116.0,Rattus norvegicus (Norway rat),"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid inhibits the reaction [cholesterol analog results in increased expression of CASP4 mrna]|acetylcysteine inhibits the reaction [cholesterol analog results in increased expression of CASP4 mrna]|cholesterol analog results in increased expression of CASP4 mRNA",,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
137,689445,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,841,CASP8,https://ctdbase.org/detail.go?type=gene&acc=841,,,841.0,CASP8,10116.0,Rattus norvegicus (Norway rat),"Acetylcysteine inhibits the reaction [cholesterol analog results in increased expression of CASP8 mrna]|acetylcysteine inhibits the reaction [cholesterol analog results in increased activity of CASP8 protein]|6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid inhibits the reaction [cholesterol analog results in increased activity of CASP8 protein]|cholesterol analog results in increased activity of CASP8 protein|6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid inhibits the reaction [cholesterol analog results in increased expression of CASP8 mrna]|cholesterol analog results in increased expression of CASP8 mRNA",,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
138,689446,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,841,CASP8,https://ctdbase.org/detail.go?type=gene&acc=841,,,841.0,CASP8,10116.0,Rattus norvegicus (Norway rat),Cholesterol results in increased expression of CASP8 protein|cholesterol promotes the reaction [hydrogen peroxide results in increased expression of CASP8 protein]|hydrogen peroxide promotes the reaction [cholesterol results in increased expression of CASP8 protein],,,PMID:20946910,https://www.ncbi.nlm.nih.gov/pubmed/20946910,20946910,,
139,689447,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,842,CASP9,https://ctdbase.org/detail.go?type=gene&acc=842,,,842.0,CASP9,9606.0,Homo sapiens (human),"[[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with silver compounds] results in increased activity of CASP9 protein|[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [silver compounds results in increased activity of CASP9 protein]|[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] promotes the reaction [silver compounds results in increased activity of CASP9 protein]",,,PMID:35385781,https://www.ncbi.nlm.nih.gov/pubmed/35385781,35385781,,
140,689448,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,842,CASP9,https://ctdbase.org/detail.go?type=gene&acc=842,,,842.0,CASP9,10116.0,Rattus norvegicus (Norway rat),"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid inhibits the reaction [cholesterol analog results in increased expression of CASP9 mrna]|6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid inhibits the reaction [cholesterol analog results in increased activity of CASP9 protein]|cholesterol analog results in increased expression of CASP9 mrna|acetylcysteine inhibits the reaction [cholesterol analog results in increased activity of CASP9 protein]|acetylcysteine inhibits the reaction [cholesterol analog results in increased expression of CASP9 mrna]|cholesterol analog results in increased activity of CASP9 protein",,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
141,689449,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,1583,CYP11A1,https://ctdbase.org/detail.go?type=gene&acc=1583,,,1583.0,CYP11A1,9606.0,Homo sapiens (human),CYP11A1 protein affects the metabolism of cholesterol,,,PMID:16054388,https://www.ncbi.nlm.nih.gov/pubmed/16054388,16054388,,
142,689450,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,1583,CYP11A1,https://ctdbase.org/detail.go?type=gene&acc=1583,,,1583.0,CYP11A1,9606.0,Homo sapiens (human),CYP11A1 protein results in increased metabolism of cholesterol,,,PMID:19900470,https://www.ncbi.nlm.nih.gov/pubmed/19900470,19900470,,
143,689640,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,847,CAT,https://ctdbase.org/detail.go?type=gene&acc=847,,,847.0,CAT,9606.0,Homo sapiens (human),"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the expression of CAT mrna|[[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with silver compounds] results in decreased activity of CAT protein|[egf protein co-treated with [[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]]] inhibits the reaction [[EGF protein co-treated with silver compounds] results in increased activity of CAT protein]|[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [silver compounds results in decreased activity of CAT protein]|[[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with silver compounds] results in decreased expression of CAT mrna|[[egf protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [silver compounds affects the expression of CAT mrna]",,,PMID:35385781,https://www.ncbi.nlm.nih.gov/pubmed/35385781,35385781,,
