, id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
53,687173,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64241,ABCG8,https://ctdbase.org/detail.go?type=gene&acc=64241,,,64241.0,ABCG8,10116.0,Rattus norvegicus (Norway rat),[diosgenin results in increased expression of ABCG8 mrna] which results in increased secretion of cholesterol|[ethinyl estradiol results in decreased expression of ABCG8 mrna] which results in decreased secretion of cholesterol,,,PMID:12963437,https://www.ncbi.nlm.nih.gov/pubmed/12963437,12963437,,
54,687174,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,348,APOE,https://ctdbase.org/detail.go?type=gene&acc=348,,,348.0,APOE,10090.0,Mus musculus (house mouse),APOE gene mutant form promotes the reaction [dietary fats results in increased abundance of cholesterol],,,PMID:11397713,https://www.ncbi.nlm.nih.gov/pubmed/11397713,11397713,,
55,687175,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,31,ACACA,https://ctdbase.org/detail.go?type=gene&acc=31,,,31.0,ACACA,10090.0,Mus musculus (house mouse),[lard co-treated with cholesterol co-treated with sucrose co-treated with ethinyl estradiol] results in increased expression of ACACA mrna|[lard co-treated with cholesterol co-treated with sucrose co-treated with atrazine] results in increased expression of ACACA mRNA,,,PMID:24440342,https://www.ncbi.nlm.nih.gov/pubmed/24440342,24440342,,
56,687430,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,34,ACADM,https://ctdbase.org/detail.go?type=gene&acc=34,,,34.0,ACADM,10090.0,Mus musculus (house mouse),[lard co-treated with cholesterol co-treated with sucrose] results in increased expression of ACADM mrna|atrazine promotes the reaction [[lard co-treated with cholesterol co-treated with sucrose] results in increased expression of ACADM mrna],,,PMID:24440342,https://www.ncbi.nlm.nih.gov/pubmed/24440342,24440342,,
57,687431,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,43,ACHE,https://ctdbase.org/detail.go?type=gene&acc=43,,,43.0,ACHE,10090.0,Mus musculus (house mouse),[copper co-treated with cholesterol] results in increased activity of ACHE protein|clioquinol inhibits the reaction [[copper co-treated with cholesterol] results in increased activity of ACHE protein],,,PMID:25856695,https://www.ncbi.nlm.nih.gov/pubmed/25856695,25856695,,
58,687432,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,47,ACLY,https://ctdbase.org/detail.go?type=gene&acc=47,,,47.0,ACLY,10090.0,Mus musculus (house mouse),[lard co-treated with cholesterol co-treated with sucrose co-treated with ethinyl estradiol] results in increased expression of ACLY mrna|[lard co-treated with cholesterol co-treated with sucrose co-treated with atrazine] results in increased expression of ACLY mRNA,,,PMID:24440342,https://www.ncbi.nlm.nih.gov/pubmed/24440342,24440342,,
59,687433,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,51,ACOX1,https://ctdbase.org/detail.go?type=gene&acc=51,,,51.0,ACOX1,10090.0,Mus musculus (house mouse),Ethinyl estradiol promotes the reaction [[lard co-treated with cholesterol co-treated with sucrose] results in increased expression of ACOX1 mrna]|[lard co-treated with cholesterol co-treated with sucrose] results in increased expression of ACOX1 mrna|atrazine promotes the reaction [[lard co-treated with cholesterol co-treated with sucrose] results in increased expression of ACOX1 mrna]|cypermethrin promotes the reaction [[lard co-treated with cholesterol co-treated with sucrose] results in increased expression of ACOX1 mrna],,,PMID:24440342,https://www.ncbi.nlm.nih.gov/pubmed/24440342,24440342,,
60,687434,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,59,ACTA2,https://ctdbase.org/detail.go?type=gene&acc=59,,,59.0,ACTA2,10090.0,Mus musculus (house mouse),[bisphenol A co-treated with dietary fats co-treated with cholesterol co-treated with cholic acid] results in increased expression of ACTA2 protein|acetylcysteine inhibits the reaction [[bisphenol A co-treated with dietary fats co-treated with cholesterol co-treated with cholic acid] results in increased expression of ACTA2 protein],,,PMID:35622622,https://www.ncbi.nlm.nih.gov/pubmed/35622622,35622622,,
61,687435,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,9370,ADIPOQ,https://ctdbase.org/detail.go?type=gene&acc=9370,,,9370.0,ADIPOQ,9986.0,Oryctolagus cuniculus (rabbit),Cholesterol results in decreased expression of ADIPOQ protein|niacin inhibits the reaction [cholesterol results in decreased expression of ADIPOQ protein],,,PMID:17611329,https://www.ncbi.nlm.nih.gov/pubmed/17611329,17611329,,
62,687436,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,177,AGER,https://ctdbase.org/detail.go?type=gene&acc=177,,,177.0,AGER,9606.0,Homo sapiens (human),AGER protein affects the abundance of cholesterol,,,PMID:20372816,https://www.ncbi.nlm.nih.gov/pubmed/20372816,20372816,,
63,687437,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,183,AGT,https://ctdbase.org/detail.go?type=gene&acc=183,,,183.0,AGT,10090.0,Mus musculus (house mouse),Cholesterol results in increased expression of AGT protein|cholesterol inhibits the reaction [irbesartan results in increased expression of AGT protein],,,PMID:19028402,https://www.ncbi.nlm.nih.gov/pubmed/19028402,19028402,,
64,687438,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,183,AGT,https://ctdbase.org/detail.go?type=gene&acc=183,,,183.0,AGT,10116.0,Rattus norvegicus (Norway rat),Losartan inhibits the reaction [AGT protein affects the abundance of cholesterol]|hydralazine inhibits the reaction [AGT protein affects the abundance of cholesterol]|agt protein affects the abundance of cholesterol,,,PMID:19109942,https://www.ncbi.nlm.nih.gov/pubmed/19109942,19109942,,
65,687682,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,183,AGT,https://ctdbase.org/detail.go?type=gene&acc=183,,,183.0,AGT,10116.0,Rattus norvegicus (Norway rat),[puromycin aminonucleoside co-treated with cholesterol] results in increased expression of AGT mRNA,,,PMID:12495295,https://www.ncbi.nlm.nih.gov/pubmed/12495295,12495295,,
66,687683,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,185,AGTR1,https://ctdbase.org/detail.go?type=gene&acc=185,,,185.0,AGTR1,10090.0,Mus musculus (house mouse),Cholesterol results in increased expression of AGTR1 mrna|cholesterol inhibits the reaction [irbesartan results in increased expression of AGTR1 mrna],,,PMID:19028402,https://www.ncbi.nlm.nih.gov/pubmed/19028402,19028402,,
67,687684,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,186,AGTR2,https://ctdbase.org/detail.go?type=gene&acc=186,,,186.0,AGTR2,10116.0,Rattus norvegicus (Norway rat),Rosiglitazone promotes the reaction [[cholesterol co-treated with methylthiouracil] results in increased expression of AGTR2 protein]|[cholesterol co-treated with methylthiouracil] results in increased expression of AGTR2 mrna|[cholesterol co-treated with methylthiouracil] results in increased expression of AGTR2 protein|rosiglitazone promotes the reaction [[cholesterol co-treated with methylthiouracil] results in increased expression of AGTR2 mrna],,,PMID:21269478,https://www.ncbi.nlm.nih.gov/pubmed/21269478,21269478,,
68,687685,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,186,AGTR2,https://ctdbase.org/detail.go?type=gene&acc=186,,,186.0,AGTR2,10116.0,Rattus norvegicus (Norway rat),[puromycin aminonucleoside co-treated with cholesterol] results in increased expression of AGTR2 mRNA,,,PMID:12495295,https://www.ncbi.nlm.nih.gov/pubmed/12495295,12495295,,
69,687686,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,196,AHR,https://ctdbase.org/detail.go?type=gene&acc=196,,,196.0,AHR,9606.0,Homo sapiens (human),[beta-naphthoflavone results in increased activity of AHR protein] which results in decreased chemical synthesis of and results in decreased secretion of cholesterol,,,PMID:22234961,https://www.ncbi.nlm.nih.gov/pubmed/22234961,22234961,,
70,687687,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,,,207.0,AKT1,10116.0,Rattus norvegicus (Norway rat),[streptozocin co-treated with coconut oil co-treated with cholesterol] results in decreased phosphorylation of AKT1 protein|metformin inhibits the reaction [[streptozocin co-treated with coconut oil co-treated with cholesterol] results in decreased phosphorylation of AKT1 protein]|plant extracts inhibits the reaction [[streptozocin co-treated with coconut oil co-treated with cholesterol] results in decreased phosphorylation of AKT1 protein],,,PMID:31877369,https://www.ncbi.nlm.nih.gov/pubmed/31877369,31877369,,
71,687688,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,213,ALB,https://ctdbase.org/detail.go?type=gene&acc=213,,,213.0,ALB,10116.0,Rattus norvegicus (Norway rat),[cocoa butter co-treated with sodium cholate co-treated with cholesterol] results in increased expression of ALB protein|[lard co-treated with cholesterol] results in increased expression of ALB protein,,,PMID:26606054,https://www.ncbi.nlm.nih.gov/pubmed/26606054,26606054,,
72,687689,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,302,ANXA2,https://ctdbase.org/detail.go?type=gene&acc=302,,,302.0,ANXA2,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of ANXA2 mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
73,687690,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,317,APAF1,https://ctdbase.org/detail.go?type=gene&acc=317,,,317.0,APAF1,10116.0,Rattus norvegicus (Norway rat),"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid inhibits the reaction [cholesterol analog results in increased expression of APAF1 mrna]|cholesterol analog results in increased expression of APAF1 mrna|acetylcysteine inhibits the reaction [cholesterol analog results in increased expression of APAF1 mrna]",,,PMID:19477266,https://www.ncbi.nlm.nih.gov/pubmed/19477266,19477266,,
74,687902,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),PLD2 protein inhibits the reaction [linoleic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased export of cholesterol]]]|1-oleoyl-2-acetylglycerol inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|arachidonic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|oleic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|palmitoleic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|apoa1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]|linoleic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|pld2 protein affects the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased export of cholesterol]]|mastoparan inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased export of cholesterol]],,,PMID:16118212,https://www.ncbi.nlm.nih.gov/pubmed/16118212,16118212,,
75,687903,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),[pirinixic acid binds to and results in increased activity of PPARA protein] promotes the reaction [APOA1 protein results in increased transport of cholesterol]|apoa1 protein results in increased transport of cholesterol|[bezafibrate binds to and results in increased activity of PPARA protein] promotes the reaction [APOA1 protein results in increased transport of cholesterol]|[9-deoxy-delta-9-prostaglandin D2 binds to and results in increased activity of PPARG protein] promotes the reaction [APOA1 protein results in increased transport of cholesterol],,,PMID:12595494,https://www.ncbi.nlm.nih.gov/pubmed/12595494,12595494,,
76,687904,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),[acrolein affects the metabolism of APOA1 protein] which results in decreased secretion of cholesterol,,,PMID:16126721,https://www.ncbi.nlm.nih.gov/pubmed/16126721,16126721,,
77,687905,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),Acrolein inhibits the reaction [APOA1 protein affects the transport of cholesterol],,,PMID:16037261,https://www.ncbi.nlm.nih.gov/pubmed/16037261,16037261,,
78,687906,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),APOA1 protein promotes the reaction [ABCA1 protein results in increased export of cholesterol],,,PMID:15983222,https://www.ncbi.nlm.nih.gov/pubmed/15983222,15983222,,
79,687907,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),APOA1 protein results in increased export of cholesterol|resveratrol inhibits the reaction [APOA1 protein results in increased export of cholesterol],,,PMID:23041272,https://www.ncbi.nlm.nih.gov/pubmed/23041272,23041272,,
80,687908,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),APOA1 protein results in increased secretion of cholesterol,,,PMID:12531903|PMID:20056921,https://www.ncbi.nlm.nih.gov/pubmed/12531903|https://www.ncbi.nlm.nih.gov/pubmed/20056921,12531903|20056921,,
81,687909,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),CYP27A1 protein promotes the reaction [APOA1 protein results in increased secretion of cholesterol],,,PMID:12531903,https://www.ncbi.nlm.nih.gov/pubmed/12531903,12531903,,
82,688136,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),Fingolimod hydrochloride promotes the reaction [APOA1 protein results in increased secretion of cholesterol],,,PMID:20056921,https://www.ncbi.nlm.nih.gov/pubmed/20056921,20056921,,
83,688137,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,9606.0,Homo sapiens (human),Isosilybin A promotes the reaction [APOA1 protein results in increased secretion of cholesterol],,,PMID:26729088,https://www.ncbi.nlm.nih.gov/pubmed/26729088,26729088,,
84,688138,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,10090.0,Mus musculus (house mouse),STAR protein promotes the reaction [[bucladesine co-treated with APOA1 protein] results in increased secretion of cholesterol]|probucol inhibits the reaction [STAR protein promotes the reaction [[bucladesine co-treated with APOA1 protein] results in increased secretion of cholesterol]]|27-hydroxycholesterol promotes the reaction [[bucladesine co-treated with APOA1 protein] results in increased secretion of cholesterol]|[bucladesine co-treated with APOA1 protein] results in increased secretion of cholesterol|t0901317 promotes the reaction [[bucladesine co-treated with APOA1 protein] results in increased secretion of cholesterol]|probucol inhibits the reaction [[bucladesine co-treated with APOA1 protein] results in increased secretion of cholesterol]|[t0901317 co-treated with APOA1 protein] results in increased secretion of cholesterol|27-hydroxycholesterol promotes the reaction [STAR protein promotes the reaction [[bucladesine co-treated with APOA1 protein] results in increased secretion of cholesterol]],,,PMID:20083572,https://www.ncbi.nlm.nih.gov/pubmed/20083572,20083572,,
85,688139,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,335,APOA1,https://ctdbase.org/detail.go?type=gene&acc=335,,,335.0,APOA1,10090.0,Mus musculus (house mouse),2-chloro-5-nitrobenzanilide inhibits the reaction [niacin promotes the reaction [APOA1 protein results in increased export of cholesterol]]|pparg protein promotes the reaction [niacin promotes the reaction [APOA1 protein results in increased export of cholesterol]]|niacin promotes the reaction [APOA1 protein results in increased export of cholesterol],,,PMID:19797938,https://www.ncbi.nlm.nih.gov/pubmed/19797938,19797938,,
